Id,Name,Description,Category,Density,ECI_A1A3
2494,"Timber, Open panel timber frame system - No Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,450,0.345177665
2495,"Timber, OSB - No Carbon Storage","Average of data collected, 16 datapoints.  Excludes Carbon Storage.",Timber,603.1255931,0.455069121
2496,"Timber, Parquet - No Carbon Storage","Average of data collected, 8 datapoints.  Excludes Carbon Storage.",Timber,599.5025,0.811218986
2497,"Timber, Particle Board - No Carbon Storage","Average of data collected, 13 datapoints.  Excludes Carbon Storage.",Timber,686.8461538,0.664265943
2498,"Timber, Plywood - No Carbon Storage","Average of data collected, 11 datapoints.  Excludes Carbon Storage.",Timber,507.5017987,0.681464286
2499,"Timber, Softwood - No Carbon Storage","Average of data collected, 43 datapoints.  Excludes Carbon Storage.",Timber,538.2864258,0.262594458
2500,"Timber, Wood I-Beam - No Carbon Storage","Average of data collected, 37 datapoints.  Excludes Carbon Storage.",Timber,450,0.483302051
2501,"Timber, Wood-plastic composite - No Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,825,1.44
2502,Timber - Average of all data - Including Carbon Storage,"Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Includes Carbon Storage.",Timber,623.5850835,-1.03089278
2503,"Timber, Chipboard - Including Carbon Storage","Average of data collected, 6 datapoints.  Includes Carbon Storage.",Timber,590.0166667,-1.120668585
2504,"Timber, Closed panel timber frame system - Including Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,450,-1.101639344
2505,"Timber, CLT - Including Carbon Storage",Data from IStructE 2nd edition embodied carbon guide. European produced. Includes Carbon Storage.,Timber,465,-1.391413958
2506,"Timber, Fibreboard - Including Carbon Storage","Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,600.0074141,-0.863167719
2507,"Timber, Glulam - Including Carbon Storage",Data from IStructE 2nd edition embodied carbon guide. European produced. Includes Carbon Storage. ,Timber,470,-1.127870513
2508,"Timber, Hardboard - Including Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,807.7056,-0.823963583
2509,"Timber, Hardwood - Including Carbon Storage","Average of data collected, 22 datapoints.  Includes Carbon Storage.",Timber,742.1111111,-1.285974205
2510,"Timber, Laminate - Including Carbon Storage","Average of data collected, 11 datapoints.  Includes Carbon Storage.",Timber,622.5,-0.580436177
2511,"Timber, Laminated strand lumber - Including Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,615.5382345,-1.084075631
2512,"Timber, Laminated veneer lumber - Including Carbon Storage","Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,525.9209973,-1.246589052
2513,"Timber, MDF - Including Carbon Storage","Average of data collected, 13 datapoints.  Includes Carbon Storage.",Timber,756.0599557,-0.643745357
2514,"Timber, Open panel timber frame system - Including Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,450,-1.269035533
2515,"Timber, OSB - Including Carbon Storage","Average of data collected, 16 datapoints.  Includes Carbon Storage.",Timber,603.1255931,-1.047280201
2516,"Timber, Parquet - Including Carbon Storage","Average of data collected, 8 datapoints.  Includes Carbon Storage.",Timber,599.5025,-0.813016808
2517,"Timber, Particle Board - Including Carbon Storage","Average of data collected, 13 datapoints.  Includes Carbon Storage.",Timber,686.8461538,-0.814998665
2518,"Timber, Plywood - Including Carbon Storage","Average of data collected, 11 datapoints.  Includes Carbon Storage.",Timber,507.5017987,-0.933068403
2519,"Timber, Softwood - Including Carbon Storage","Average of data collected, 43 datapoints.  Includes Carbon Storage.",Timber,538.2864258,-1.291860682
2520,"Timber, Wood I-Beam - Including Carbon Storage","Average of data collected, 37 datapoints.  Includes Carbon Storage.",Timber,450,-1.049938317
2521,"Timber, Wood-plastic composite - Including Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Includes Carbon Storage.",Timber,825,0.58
2522,Straight-run bitumen,"Source: Eurobitume, 2012. Life cycle inventory, bitumen, 2nd edition, Published by the European Bitumen Association. The value covers the embodied carbon  excluding embodied carbon from infrastructure (i.e. carbon to make machines that make machines, or embodied carbon of buildings). GWP factors from IPPC AR5 applied, without carbon feedback.",Bitumen,1050,0.19086
2523,Polymer modified bitumen (PMB),"Bitumen with 3.5% SBS polymer. Polymer modified bitumen has a higher embodied carbon due to the higher impact of the polymer. However, the use of a polymer in asphalt mixtures is considered to increase the road lifetime. There wasn't sufficient evidence to place the additional lifetime in numbers. Further research would be needed. PMB is therefore best judged on a whole life basis Source: Eurobitume, 2012. Life cycle inventory, bitumen, 2nd edition, Published by the European Bitumen Association.The value covers the embodied carbon  excluding embodied carbon from infrastructure (i.e. carbon to make machines that make machines, or embodied carbon of buildings). GWP factors from IPPC AR5 applied, without carbon feedback.",Bitumen,1050,0.32629
2524,Bitumen emulsion,"Bitumen emulsion contains a large volume of water, which evaporates during the setting process. The data here is for the quantity of set bitumen, e.g. after the water has evaporated.Source: Eurobitume, 2012. Life cycle inventory, bitumen, 2nd edition, Published by the European Bitumen Association. The value covers the embodied carbon  excluding embodied carbon from infrastructure (i.e. carbon to make machines that make machines, or embodied carbon of buildings). GWP factors from IPPC AR5 applied, without carbon feedback.",Bitumen,1050,0.221666
2525,"Steel rebar, recycled, Europe EAF mid range","This entry is an average of 29 datapoints. It should not be taken as representative of European rebar, the datapoints were all for EAF steel. Steel rebar is also made in the primary production route in Europe.",Steel,7850,0.73
2526,precast concrete beams and columns -steel reinforced with European recycled steel,"Includes steel reinforcement, 100 kg rebar per m3 concrete. Assuming steel rebar from European EAF recycled stock. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2400,0.182752197
2527,"precast hollowcore concrete flooring, 150mm, prestressed steel reinforced  with European recycled steel","Includes steel reinforcement, 2.77 kg rebar per 1 m2 of 150mm slab.  Assuming steel rebar from European EAF recycled stock. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2000,49.97130752
2528,"Ceramic, Porcelain Tile","Average of data collected, 51 datapoints. Porcelain Tiles are typically fired at higher temperatures in the manufacturing process when compared to other Ceramic Tiles which could affect the embodied carbon. Possible overlaps between Porcelain Tiles and other general Ceramic should be considered.",Ceramic,2400,0.757943327
2529,"Ceramic, Sanitary","Average of data collected, 19 datapoints. This refers to sanitary ceramic products (e.g., wash basins, toilets etc.)",Ceramic,2000,1.929764175
2530,"Ceramic, Tile","Average of data collected, 81 datapoints. Possible overlaps between Ceramic Tiles and Porcelain Tiles should be considered. Other terms such as Stoneware can also be used to refer to either type. ",Ceramic,2000,0.796267294
2531,"Insulation, Glass Wool","Average of data collected, 362 datapoints. Possible overlaps between Glass Wool and other general Mineral Wool should be considered. Any data sources which included insulation attached to plasterboard or metals were excluded from the averages.",Insulation,50,1.532707282
