Id,Designation,Size,CategoryType,SubCategory,Material,Comment,G,h,b,tw,tf,r,d,cw/tw,cf/tf,C,N,n,m2/m1,m2/T,Iy,Iz,iy,iz,Wely,Welz,Wply,Wplz,U,X,Iw,IT,A,e0,r1,r2,cy,cz,Iu,Iv,iu,iv,φa min,φa max,Tan α,φa,d/t,Wt,c/t
,W18X60,,I,US,Steel,AISC v15.0,89.3,462.3,192,10.5,17.7,,,,,,,,1.65,18.5,41000,2090,19,4.29,1770,217,2020,338,,,,90.3,114,,,,,,,,,,,,,,,,
,W18X55,,I,US,Steel,AISC v15.0,81.8,459.7,191.3,9.9,16,,,,,,,,1.65,20.1,37000,1870,18.8,4.23,1610,195,1840,303,,,,69.1,105,,,,,,,,,,,,,,,,
,W18X50,,I,US,Steel,AISC v15.0,74.4,457.2,190.5,9,14.5,,,,,,,,1.64,22.1,33300,1670,18.7,4.2,1460,175,1660,272,,,,51.6,94.8,,,,,,,,,,,,,,,,
,W18X46,,I,US,Steel,AISC v15.0,68.5,459.7,153.9,9.1,15.4,,,,,,,,1.5,21.9,29600,937,18.4,3.28,1290,122,1490,192,,,,50.8,87.1,,,,,,,,,,,,,,,,
,W18X40,,I,US,Steel,AISC v15.0,59.5,454.7,152.9,8,13.3,,,,,,,,1.49,25,25500,795,18.3,3.23,1120,104,1280,164,,,,33.7,76.1,,,,,,,,,,,,,,,,
,W18X35,,I,US,Steel,AISC v15.0,52.1,449.6,152.4,7.6,10.8,,,,,,,,1.48,28.3,21200,637,17.9,3.1,944,83.6,1090,132,,,,21.1,66.5,,,,,,,,,,,,,,,,
,W16X100,,I,US,Steel,AISC v15.0,148.8,431.8,264.2,14.9,25,,,,,,,,1.87,12.6,62000,7740,18.1,6.39,2870,586,3240,900,,,,322,190,,,,,,,,,,,,,,,,
,W16X89,,I,US,Steel,AISC v15.0,132.4,426.7,264.2,13.3,22.2,,,,,,,,1.87,14.1,54100,6780,17.9,6.34,2540,514,2870,788,,,,227,169,,,,,,,,,,,,,,,,
,W16X77,,I,US,Steel,AISC v15.0,114.6,419.1,261.6,11.6,19.3,,,,,,,,1.84,16.1,46200,5740,17.8,6.28,2200,439,2460,674,,,,149,146,,,,,,,,,,,,,,,,
,W16X67,,I,US,Steel,AISC v15.0,99.7,414,259.1,10,16.9,,,,,,,,1.83,18.3,39700,4950,17.7,6.26,1920,382,2130,582,,,,99.5,126,,,,,,,,,,,,,,,,
,W16X57,,I,US,Steel,AISC v15.0,84.8,416.6,180.8,10.9,18.2,,,,,,,,1.52,17.9,31600,1790,17.1,4.07,1510,198,1720,310,,,,92.4,108,,,,,,,,,,,,,,,,
,W16X50,,I,US,Steel,AISC v15.0,74.4,414,179.6,9.7,16,,,,,,,,1.51,20.3,27400,1550,17,4.04,1330,172,1510,267,,,,63.3,94.8,,,,,,,,,,,,,,,,
,W16X45,,I,US,Steel,AISC v15.0,67,408.9,178.8,8.8,14.4,,,,,,,,1.5,22.4,24400,1370,16.9,3.99,1190,153,1350,238,,,,46.2,85.8,,,,,,,,,,,,,,,,
,W16X40,,I,US,Steel,AISC v15.0,59.5,406.4,177.8,7.7,12.8,,,,,,,,1.49,25,21600,1200,16.8,3.98,1060,135,1200,208,,,,33,76.1,,,,,,,,,,,,,,,,
,W16X36,,I,US,Steel,AISC v15.0,53.6,403.9,177.5,7.5,10.9,,,,,,,,1.49,27.7,18600,1020,16.5,3.86,923,115,1050,177,,,,22.7,68.4,,,,,,,,,,,,,,,,
,W16X31,,I,US,Steel,AISC v15.0,46.1,403.9,140.5,7,11.2,,,,,,,,1.34,29,15600,516,16.3,2.96,773,73.5,885,115,,,,19.2,58.9,,,,,,,,,,,,,,,,
,W16X26,,I,US,Steel,AISC v15.0,38.7,398.8,139.7,6.4,8.8,,,,,,,,1.33,34.3,12500,399,15.9,2.84,628,57.1,724,89.8,,,,10.9,49.5,,,,,,,,,,,,,,,,
,W14X873,,I,US,Steel,AISC v15.0,1299.2,599.4,477.5,100.1,140,,,,,,,,2.88,2.22,753000,257000,21.3,12.4,25100,10800,33300,16700,,,,94500,1660,,,,,,,,,,,,,,,,
,W14X808,,I,US,Steel,AISC v15.0,1202.4,579.1,472.4,95,130,,,,,,,,2.83,2.36,662000,231000,20.8,12.3,22900,9780,30000,15200,,,,76600,1540,,,,,,,,,,,,,,,,
,W14X730,,I,US,Steel,AISC v15.0,1086.4,569,454.7,78,124.7,,,,,,,,2.77,2.55,595000,196000,20.7,11.9,20900,8640,27200,13400,,,,60400,1390,,,,,,,,,,,,,,,,
,W14X665,,I,US,Steel,AISC v15.0,989.6,548.6,449.6,71.9,114.8,,,,,,,,2.73,2.75,516000,174000,20.2,11.7,18800,7720,24300,12000,,,,46600,1260,,,,,,,,,,,,,,,,
,W14X605,,I,US,Steel,AISC v15.0,900.3,530.9,442,66,105.7,,,,,,,,2.67,2.97,450000,153000,19.8,11.5,16900,6930,21600,10700,,,,36200,1150,,,,,,,,,,,,,,,,
,W14X550,,I,US,Steel,AISC v15.0,818.5,513.1,436.9,60.5,97,,,,,,,,2.63,3.21,393000,135000,19.4,11.4,15300,6190,19300,9550,,,,27800,1050,,,,,,,,,,,,,,,,
,W14X500,,I,US,Steel,AISC v15.0,744.1,497.8,431.8,55.6,88.9,,,,,,,,2.59,3.47,342000,120000,19,11.2,13700,5550,17200,8550,,,,21400,948,,,,,,,,,,,,,,,,
,W14X455,,I,US,Steel,AISC v15.0,677.1,482.6,426.7,51.3,81.5,,,,,,,,2.54,3.76,299000,107000,18.6,11.1,12400,4990,15300,7670,,,,16400,865,,,,,,,,,,,,,,,,
,W14X426,,I,US,Steel,AISC v15.0,634,475,424.2,47.8,77.2,,,,,,,,2.53,3.98,275000,98200,18.5,11,11600,4630,14200,7110,,,,13800,806,,,,,,,,,,,,,,,,
,W14X398,,I,US,Steel,AISC v15.0,592.3,464.8,421.6,45,72.4,,,,,,,,2.5,4.22,250000,90300,18.2,10.9,10700,4280,13100,6590,,,,11400,755,,,,,,,,,,,,,,,,
,W14X370,,I,US,Steel,AISC v15.0,550.6,454.7,419.1,42.2,67.6,,,,,,,,2.48,4.5,226000,82800,17.9,10.9,9960,3950,12100,6060,,,,9240,703,,,,,,,,,,,,,,,,
,W14X342,,I,US,Steel,AISC v15.0,509,444.5,416.6,39.1,62.7,,,,,,,,2.45,4.82,204000,75300,17.7,10.8,9180,3620,11000,5540,,,,7410,652,,,,,,,,,,,,,,,,
,W14X311,,I,US,Steel,AISC v15.0,462.8,434.3,411.5,35.8,57.4,,,,,,,,2.42,5.22,180000,67000,17.5,10.7,8300,3260,9880,4980,,,,5660,590,,,,,,,,,,,,,,,,
,W14X283,,I,US,Steel,AISC v15.0,421.2,424.2,408.9,32.8,52.6,,,,,,,,2.39,5.68,160000,59900,17.2,10.6,7540,2930,8880,4490,,,,4330,537,,,,,,,,,,,,,,,,
,W14X257,,I,US,Steel,AISC v15.0,382.5,416.6,406.4,30,48,,,,,,,,2.37,6.2,142000,53700,17,10.5,6790,2640,7980,4030,,,,3290,488,,,,,,,,,,,,,,,,
,W14X233,,I,US,Steel,AISC v15.0,346.7,406.4,403.9,27.2,43.7,,,,,,,,2.35,6.77,125000,47900,16.8,10.4,6170,2370,7140,3620,,,,2480,442,,,,,,,,,,,,,,,,
,W14X211,,I,US,Steel,AISC v15.0,314,398.8,401.3,24.9,39.6,,,,,,,,2.33,7.41,111000,42900,16.6,10.4,5550,2140,6390,3240,,,,1860,400,,,,,,,,,,,,,,,,
,W14X193,,I,US,Steel,AISC v15.0,287.2,393.7,398.8,22.6,36.6,,,,,,,,2.31,8.05,99900,38800,16.5,10.3,5070,1940,5820,2950,,,,1450,366,,,,,,,,,,,,,,,,
,W14X176,,I,US,Steel,AISC v15.0,261.9,386.1,398.8,21.1,33.3,,,,,,,,2.3,8.78,89100,34900,16.3,10.2,4610,1750,5240,2670,,,,1100,334,,,,,,,,,,,,,,,,
,W14X159,,I,US,Steel,AISC v15.0,236.6,381,396.2,18.9,30.2,,,,,,,,2.28,9.65,79100,31100,16.2,10.2,4150,1570,4700,2390,,,,820,301,,,,,,,,,,,,,,,,
,W14X145,,I,US,Steel,AISC v15.0,215.8,375.9,393.7,17.3,27.7,,,,,,,,2.27,10.5,71200,28200,16.1,10.1,3790,1430,4260,2180,,,,633,275,,,,,,,,,,,,,,,,
,W14X132,,I,US,Steel,AISC v15.0,196.4,373.4,373.4,16.4,26.2,,,,,,,,2.18,11.1,63700,22800,16,9.55,3410,1220,3830,1850,,,,512,250,,,,,,,,,,,,,,,,
,W14X120,,I,US,Steel,AISC v15.0,178.6,368.3,373.4,15,23.9,,,,,,,,2.17,12.2,57400,20600,15.9,9.51,3120,1100,3470,1670,,,,390,228,,,,,,,,,,,,,,,,
,W14X109,,I,US,Steel,AISC v15.0,162.2,363.2,370.8,13.3,21.8,,,,,,,,2.16,13.3,51600,18600,15.8,9.49,2840,1000,3150,1520,,,,296,206,,,,,,,,,,,,,,,,
,W14X99,,I,US,Steel,AISC v15.0,147.3,360.7,370.8,12.3,19.8,,,,,,,,2.15,14.6,46200,16700,15.7,9.44,2560,902,2830,1370,,,,224,188,,,,,,,,,,,,,,,,
,W14X90,,I,US,Steel,AISC v15.0,133.9,355.6,368.3,11.2,18,,,,,,,,2.14,15.9,41600,15100,15.6,9.39,2340,818,2570,1240,,,,169,171,,,,,,,,,,,,,,,,
,W14X82,,I,US,Steel,AISC v15.0,122,363.2,256.5,13,21.7,,,,,,,,1.7,13.9,36700,6160,15.4,6.31,2020,480,2280,734,,,,211,155,,,,,,,,,,,,,,,,
,W14X74,,I,US,Steel,AISC v15.0,110.1,360.7,256.5,11.4,19.9,,,,,,,,1.7,15.4,33100,5580,15.3,6.3,1830,435,2060,664,,,,161,141,,,,,,,,,,,,,,,,
,W14X68,,I,US,Steel,AISC v15.0,101.2,355.6,254,10.5,18.3,,,,,,,,1.68,16.6,30100,5040,15.3,6.25,1690,397,1880,605,,,,125,129,,,,,,,,,,,,,,,,
,W14X61,,I,US,Steel,AISC v15.0,90.8,353.1,254,9.5,16.4,,,,,,,,1.68,18.5,26600,4450,15.2,6.21,1510,351,1670,537,,,,91.2,115,,,,,,,,,,,,,,,,
,W14X53,,I,US,Steel,AISC v15.0,78.9,353.1,204.7,9.4,16.8,,,,,,,,1.48,18.8,22500,2400,15,4.88,1280,235,1430,361,,,,80.7,101,,,,,,,,,,,,,,,,
,W14X48,,I,US,Steel,AISC v15.0,71.4,350.5,204,8.6,15.1,,,,,,,,1.47,20.6,20100,2140,14.9,4.85,1150,210,1280,321,,,,60.4,91,,,,,,,,,,,,,,,,
,W14X43,,I,US,Steel,AISC v15.0,64,348,203.2,7.7,13.5,,,,,,,,1.47,22.9,17800,1880,14.8,4.81,1020,185,1140,283,,,,43.7,81.3,,,,,,,,,,,,,,,,
,W14X38,,I,US,Steel,AISC v15.0,56.6,358.1,172,7.9,13.1,,,,,,,,1.37,24.2,16000,1110,14.9,3.92,895,129,1010,198,,,,33.2,72.3,,,,,,,,,,,,,,,,
,W14X34,,I,US,Steel,AISC v15.0,50.6,355.6,171.4,7.2,11.6,,,,,,,,1.37,27,14200,970,14.8,3.88,796,113,895,174,,,,23.7,64.5,,,,,,,,,,,,,,,,
,W14X30,,I,US,Steel,AISC v15.0,44.6,350.5,170.9,6.9,9.8,,,,,,,,1.35,30.3,12100,816,14.6,3.78,691,95.4,775,147,,,,15.8,57.1,,,,,,,,,,,,,,,,
,W14X26,,I,US,Steel,AISC v15.0,38.7,353.1,127.8,6.5,10.7,,,,,,,,1.19,30.7,10200,371,14.3,2.73,578,58.1,659,90.8,,,,14.9,49.6,,,,,,,,,,,,,,,,
,W14X22,,I,US,Steel,AISC v15.0,32.7,348,127,5.8,8.5,,,,,,,,1.17,35.9,8280,291,14.1,2.64,476,45.9,544,71.9,,,,8.66,41.9,,,,,,,,,,,,,,,,
,W12X336,,I,US,Steel,AISC v15.0,500,426.7,340.4,45.2,75.2,,,,,,,,2.1,4.2,169000,49500,16.3,8.81,7920,2910,9880,4490,,,,10100,638,,,,,,,,,,,,,,,,
,W12X305,,I,US,Steel,AISC v15.0,453.9,414,335.3,41.4,68.8,,,,,,,,2.06,4.54,148000,43700,16,8.7,7140,2610,8800,4000,,,,7700,577,,,,,,,,,,,,,,,,
,W12X279,,I,US,Steel,AISC v15.0,415.2,403.9,332.7,38.9,62.7,,,,,,,,2.03,4.9,129000,39000,15.7,8.59,6410,2340,7880,3610,,,,5950,528,,,,,,,,,,,,,,,,
,W12X252,,I,US,Steel,AISC v15.0,375,391.2,330.2,35.6,57.2,,,,,,,,2.01,5.35,113000,34500,15.4,8.49,5790,2090,7010,3210,,,,4500,478,,,,,,,,,,,,,,,,
,W12X230,,I,US,Steel,AISC v15.0,342.3,383.5,327.7,32.8,52.6,,,,,,,,1.99,5.8,101000,30900,15.2,8.41,5250,1890,6330,2900,,,,3490,437,,,,,,,,,,,,,,,,
,W12X210,,I,US,Steel,AISC v15.0,312.5,373.4,325.1,30,48.3,,,,,,,,1.96,6.28,89100,27600,14.9,8.33,4770,1700,5700,2610,,,,2690,399,,,,,,,,,,,,,,,,
,W12X190,,I,US,Steel,AISC v15.0,282.8,365.8,322.6,26.9,44.2,,,,,,,,1.94,6.87,78700,24500,14.8,8.24,4300,1520,5100,2340,,,,2030,361,,,,,,,,,,,,,,,,
,W12X170,,I,US,Steel,AISC v15.0,253,355.6,320,24.4,39.6,,,,,,,,1.92,7.57,68700,21500,14.6,8.17,3860,1340,4510,2060,,,,1480,323,,,,,,,,,,,,,,,,
,W12X152,,I,US,Steel,AISC v15.0,226.2,348,317.5,22.1,35.6,,,,,,,,1.9,8.38,59500,18900,14.4,8.09,3420,1190,3980,1820,,,,1070,288,,,,,,,,,,,,,,,,
,W12X136,,I,US,Steel,AISC v15.0,202.4,340.4,315,20.1,31.8,,,,,,,,1.87,9.26,51600,16600,14.2,8.02,3030,1050,3510,1610,,,,770,257,,,,,,,,,,,,,,,,
,W12X120,,I,US,Steel,AISC v15.0,178.6,332.7,312.4,18,28.2,,,,,,,,1.85,10.4,44500,14400,14,7.95,2680,919,3050,1400,,,,537,227,,,,,,,,,,,,,,,,
,W12X106,,I,US,Steel,AISC v15.0,157.7,327.7,309.9,15.5,25.1,,,,,,,,1.84,11.6,38800,12500,13.9,7.89,2370,809,2690,1230,,,,380,201,,,,,,,,,,,,,,,,
,W12X96,,I,US,Steel,AISC v15.0,142.9,322.6,309.9,14,22.9,,,,,,,,1.83,12.8,34700,11200,13.8,7.86,2150,725,2410,1110,,,,285,182,,,,,,,,,,,,,,,,
,W12X87,,I,US,Steel,AISC v15.0,129.5,317.5,307.3,13.1,20.6,,,,,,,,1.81,14,30800,10000,13.7,7.79,1940,653,2160,990,,,,212,165,,,,,,,,,,,,,,,,
,W12X79,,I,US,Steel,AISC v15.0,117.6,315,307.3,11.9,18.7,,,,,,,,1.81,15.4,27600,8990,13.6,7.75,1750,585,1950,890,,,,160,150,,,,,,,,,,,,,,,,
,W12X72,,I,US,Steel,AISC v15.0,107.1,312.4,304.8,10.9,17,,,,,,,,1.8,16.8,24800,8120,13.5,7.72,1590,533,1770,806,,,,122,136,,,,,,,,,,,,,,,,
,W12X65,,I,US,Steel,AISC v15.0,96.7,307.3,304.8,9.9,15.4,,,,,,,,1.79,18.5,22200,7240,13.4,7.67,1440,475,1590,723,,,,90.7,123,,,,,,,,,,,,,,,,
,W12X58,,I,US,Steel,AISC v15.0,86.3,309.9,254,9.1,16.3,,,,,,,,1.59,18.4,19800,4450,13.4,6.37,1280,351,1420,533,,,,87.4,110,,,,,,,,,,,,,,,,
,W12X53,,I,US,Steel,AISC v15.0,78.9,307.3,254,8.8,14.6,,,,,,,,1.59,20.1,17700,3990,13.3,6.29,1150,314,1280,477,,,,65.8,101,,,,,,,,,,,,,,,,
,W12X50,,I,US,Steel,AISC v15.0,74.4,309.9,205.2,9.4,16.3,,,,,,,,1.4,18.8,16300,2340,13.1,4.99,1050,228,1180,349,,,,71.2,94.2,,,,,,,,,,,,,,,,
,W12X45,,I,US,Steel,AISC v15.0,67,307.3,204.5,8.5,14.6,,,,,,,,1.39,20.8,14500,2080,13.1,4.96,943,204,1050,311,,,,52.4,84.5,,,,,,,,,,,,,,,,
,W12X40,,I,US,Steel,AISC v15.0,59.5,302.3,203.5,7.5,13.1,,,,,,,,1.38,23.2,12800,1840,13,4.93,846,180,934,275,,,,37.7,75.5,,,,,,,,,,,,,,,,
,W12X35,,I,US,Steel,AISC v15.0,52.1,317.5,166.6,7.6,13.2,,,,,,,,1.27,24.4,11900,1020,13.4,3.92,747,122,839,188,,,,30.8,66.5,,,,,,,,,,,,,,,,
,W12X30,,I,US,Steel,AISC v15.0,44.6,312.4,165.6,6.6,11.2,,,,,,,,1.26,28.2,9910,845,13.2,3.86,634,102,706,157,,,,19,56.7,,,,,,,,,,,,,,,,
,W12X26,,I,US,Steel,AISC v15.0,38.7,309.9,164.8,5.8,9.7,,,,,,,,1.25,32.4,8490,720,13.1,3.82,548,87.4,610,134,,,,12.5,49.4,,,,,,,,,,,,,,,,
,W12X22,,I,US,Steel,AISC v15.0,32.7,312.4,102.4,6.6,10.8,,,,,,,,1.01,30.8,6490,194,12.5,2.15,416,37.9,480,60,,,,12.2,41.8,,,,,,,,,,,,,,,,
,W12X19,,I,US,Steel,AISC v15.0,28.3,309.9,101.9,6,8.9,,,,,,,,1,35.4,5410,157,12.3,2.09,349,30.7,405,48.8,,,,7.49,35.9,,,,,,,,,,,,,,,,
,W12X16,,I,US,Steel,AISC v15.0,23.8,304.8,101.3,5.6,6.7,,,,,,,,0.991,41.6,4290,117,11.9,1.97,281,23.2,329,37,,,,4.29,30.4,,,,,,,,,,,,,,,,
,W12X14,,I,US,Steel,AISC v15.0,20.8,302.3,100.8,5.1,5.7,,,,,,,,0.985,47.3,3690,98.2,11.7,1.91,244,19.5,285,31.1,,,,2.93,26.8,,,,,,,,,,,,,,,,
,W10X112,,I,US,Steel,AISC v15.0,166.7,289.6,264.2,19.2,31.8,,,,,,,,1.58,9.45,29800,9820,11.8,6.8,2060,744,2410,1130,,,,629,212,,,,,,,,,,,,,,,,
,W10X100,,I,US,Steel,AISC v15.0,148.8,281.9,261.6,17.3,28.4,,,,,,,,1.55,10.4,25900,8620,11.7,6.75,1840,659,2130,1000,,,,454,189,,,,,,,,,,,,,,,,
,W10X88,,I,US,Steel,AISC v15.0,131,274.3,261.6,15.4,25.1,,,,,,,,1.54,11.8,22200,7450,11.5,6.66,1620,570,1850,870,,,,313,168,,,,,,,,,,,,,,,,
,W10X77,,I,US,Steel,AISC v15.0,114.6,269.2,259.1,13.5,22.1,,,,,,,,1.53,13.3,18900,6410,11.4,6.62,1410,495,1600,752,,,,213,146,,,,,,,,,,,,,,,,
,W10X68,,I,US,Steel,AISC v15.0,101.2,264.2,256.5,11.9,19.6,,,,,,,,1.51,14.9,16400,5580,11.3,6.59,1240,435,1400,657,,,,148,128,,,,,,,,,,,,,,,,
,W10X60,,I,US,Steel,AISC v15.0,89.3,259.1,256.5,10.7,17.3,,,,,,,,1.5,16.8,14200,4830,11.1,6.5,1100,376,1220,574,,,,103,114,,,,,,,,,,,,,,,,
,W10X54,,I,US,Steel,AISC v15.0,80.4,256.5,254,9.4,15.6,,,,,,,,1.49,18.5,12600,4290,11.1,6.49,983,338,1090,513,,,,75.8,102,,,,,,,,,,,,,,,,
,W10X49,,I,US,Steel,AISC v15.0,72.9,254,254,8.6,14.2,,,,,,,,1.48,20.4,11300,3890,11,6.47,891,306,990,464,,,,57.9,92.9,,,,,,,,,,,,,,,,
,W10X45,,I,US,Steel,AISC v15.0,67,256.5,203.7,8.9,15.7,,,,,,,,1.29,19.2,10300,2220,11,5.09,805,218,900,333,,,,62.9,85.8,,,,,,,,,,,,,,,,
,W10X39,,I,US,Steel,AISC v15.0,58,252,202.9,8,13.5,,,,,,,,1.28,22,8700,1870,10.8,5.02,691,185,767,282,,,,40.6,74.2,,,,,,,,,,,,,,,,
,W10X33,,I,US,Steel,AISC v15.0,49.1,247.1,202.2,7.4,11,,,,,,,,1.27,25.8,7120,1520,10.7,4.93,576,151,636,229,,,,24.3,62.6,,,,,,,,,,,,,,,,
,W10X30,,I,US,Steel,AISC v15.0,44.6,266.7,147.6,7.6,13,,,,,,,,1.1,24.5,7080,695,11.1,3.49,531,94.2,600,145,,,,25.9,57,,,,,,,,,,,,,,,,
,W10X26,,I,US,Steel,AISC v15.0,38.7,261.6,146.6,6.6,11.2,,,,,,,,1.08,28,5990,587,11,3.46,458,80.1,513,123,,,,16.7,49.1,,,,,,,,,,,,,,,,
,W10X22,,I,US,Steel,AISC v15.0,32.7,259.1,146,6.1,9.1,,,,,,,,1.08,32.9,4910,475,10.8,3.37,379,65,426,100,,,,9.95,41.9,,,,,,,,,,,,,,,,
,W10X19,,I,US,Steel,AISC v15.0,28.3,259.1,102.1,6.4,10,,,,,,,,0.901,31.9,4010,179,10.5,2.22,309,35,354,54.9,,,,9.7,36.3,,,,,,,,,,,,,,,,
,W10X17,,I,US,Steel,AISC v15.0,25.3,256.5,101.9,6.1,8.4,,,,,,,,0.895,35.4,3410,148,10.3,2.15,266,29.1,306,45.9,,,,6.49,32.2,,,,,,,,,,,,,,,,
,W10X15,,I,US,Steel,AISC v15.0,22.3,253.7,101.6,5.8,6.9,,,,,,,,0.889,39.8,2870,120,10,2.06,226,23.7,262,37.7,,,,4.33,28.5,,,,,,,,,,,,,,,,
,W10X12,,I,US,Steel,AISC v15.0,17.9,250.7,100.6,4.8,5.3,,,,,,,,0.881,49.3,2240,90.7,9.9,1.99,179,18,206,28.5,,,,2.28,22.8,,,,,,,,,,,,,,,,
,W8X67,,I,US,Steel,AISC v15.0,99.7,228.6,210.3,14.5,23.7,,,,,,,,1.25,12.6,11300,3690,9.44,5.39,991,351,1150,536,,,,210,127,,,,,,,,,,,,,,,,
,W8X58,,I,US,Steel,AISC v15.0,86.3,222.2,208.8,13,20.6,,,,,,,,1.24,14.3,9490,3130,9.27,5.32,854,299,980,457,,,,139,110,,,,,,,,,,,,,,,,
,W8X48,,I,US,Steel,AISC v15.0,71.4,215.9,206,10.2,17.4,,,,,,,,1.22,17.1,7660,2530,9.18,5.28,709,246,803,375,,,,81.6,91,,,,,,,,,,,,,,,,
,W8X40,,I,US,Steel,AISC v15.0,59.5,209.6,205,9.1,14.2,,,,,,,,1.2,20.2,6080,2040,8.97,5.2,580,199,652,303,,,,46.6,75.5,,,,,,,,,,,,,,,,
,W8X35,,I,US,Steel,AISC v15.0,52.1,206.2,203.7,7.9,12.6,,,,,,,,1.19,22.9,5290,1770,8.92,5.17,513,174,569,264,,,,32,66.5,,,,,,,,,,,,,,,,
,W8X31,,I,US,Steel,AISC v15.0,46.1,203.2,203.2,7.2,11,,,,,,,,1.19,25.7,4580,1540,8.82,5.12,451,152,498,231,,,,22.3,58.9,,,,,,,,,,,,,,,,
,W8X28,,I,US,Steel,AISC v15.0,41.7,204.7,166.1,7.2,11.8,,,,,,,,1.04,25,4080,903,8.75,4.12,398,109,446,166,,,,22.4,53.2,,,,,,,,,,,,,,,,
,W8X24,,I,US,Steel,AISC v15.0,35.7,201.4,165.1,6.2,10.2,,,,,,,,1.03,28.9,3440,762,8.68,4.08,342,92.3,379,140,,,,14.4,45.7,,,,,,,,,,,,,,,,
,W8X21,,I,US,Steel,AISC v15.0,31.3,210.3,133.9,6.4,10.2,,,,,,,,0.93,29.8,3130,407,8.88,3.2,298,60.8,334,93.2,,,,11.7,39.7,,,,,,,,,,,,,,,,
,W8X18,,I,US,Steel,AISC v15.0,26.8,206.8,133.4,5.8,8.4,,,,,,,,0.922,34.4,2580,332,8.71,3.13,249,49.8,279,76.4,,,,7.16,33.9,,,,,,,,,,,,,,,,
,W8X15,,I,US,Steel,AISC v15.0,22.3,206,102.1,6.2,8,,,,,,,,0.795,35.6,2000,142,8.35,2.23,194,27.8,223,43.8,,,,5.7,28.6,,,,,,,,,,,,,,,,
,W8X13,,I,US,Steel,AISC v15.0,19.3,202.9,101.6,5.8,6.5,,,,,,,,0.788,40.7,1650,114,8.16,2.14,162,22.4,187,35.2,,,,3.63,24.8,,,,,,,,,,,,,,,,
,W8X10,,I,US,Steel,AISC v15.0,14.9,200.4,100.1,4.3,5.2,,,,,,,,0.779,52.4,1280,87,8.19,2.13,128,17.4,145,27.2,,,,1.77,19.1,,,,,,,,,,,,,,,,
,W6X25,,I,US,Steel,AISC v15.0,37.2,162.1,154.4,8.1,11.6,,,,,,,,0.915,24.6,2220,712,6.85,3.88,274,92.2,310,140,,,,19.2,47.4,,,,,,,,,,,,,,,,
,W6X20,,I,US,Steel,AISC v15.0,29.8,157.5,152.9,6.6,9.3,,,,,,,,0.903,30.3,1720,554,6.75,3.82,219,72.4,244,110,,,,9.99,37.9,,,,,,,,,,,,,,,,
,W6X16,,I,US,Steel,AISC v15.0,23.8,159.5,102.4,6.6,10.3,,,,,,,,0.704,29.6,1340,184,6.61,2.46,168,36,192,55.6,,,,9.28,30.6,,,,,,,,,,,,,,,,
,W6X15,,I,US,Steel,AISC v15.0,22.3,152.1,152.1,5.8,6.6,,,,,,,,0.89,39.9,1210,388,6.51,3.68,159,51,177,77.8,,,,4.2,28.6,,,,,,,,,,,,,,,,
,W6X12,,I,US,Steel,AISC v15.0,17.9,153.2,101.6,5.8,7.1,,,,,,,,0.69,38.6,920,124,6.34,2.33,120,24.5,136,38,,,,3.76,22.9,,,,,,,,,,,,,,,,
,W6X9,,I,US,Steel,AISC v15.0,13.4,1.9.9.200.1,4.3,5.5,,,,,,,,0.681,50.8,683,91.6,6.28,2.3,91.1,18.3,102,28.2,,,,1.69,17.3,,,,,,,,,,,,,,,,
,W6X8.5,,I,US,Steel,AISC v15.0,12.6,148.1,100.1,4.3,5,,,,,,,,0.677,53.5,620,82.8,6.18,2.26,83.8,16.6,93.9,25.6,,,,1.39,16.3,,,,,,,,,,,,,,,,
,W5X19,,I,US,Steel,AISC v15.0,28.3,130.8,127.8,6.9,10.9,,,,,,,,0.746,26.4,1090,380,5.52,3.25,167,59.5,190,90.6,,,,13.2,35.9,,,,,,,,,,,,,,,,
,W5X16,,I,US,Steel,AISC v15.0,23.8,127.3,127,6.1,9.1,,,,,,,,0.737,31,891,313,5.41,3.21,140,49.2,158,75.1,,,,7.99,30.4,,,,,,,,,,,,,,,,
,W4X13,,I,US,Steel,AISC v15.0,19.3,105.7,103.1,7.1,8.8,,,,,,,,0.599,30.9,470,161,4.36,2.55,89,31.2,103,47.9,,,,6.29,24.7,,,,,,,,,,,,,,,,
,HP18X204,,H,US,Steel,AISC v15.0,303.6,464.8,459.7,28.7,28.7,,,,,,,,2.66,8.76,145000,46600,19.3,11,6230,2030,7100,3130,,,,1230,388,,,,,,,,,,,,,,,,
,HP18X181,,H,US,Steel,AISC v15.0,269.4,457.2,457.2,25.4,25.4,,,,,,,,2.64,9.81,126000,40500,19.1,10.9,5500,1770,6210,2740,,,,862,343,,,,,,,,,,,,,,,,
,HP18X157,,H,US,Steel,AISC v15.0,233.6,449.6,454.7,22.1,22.1,,,,,,,,2.62,11.2,107000,34700,18.9,10.8,4760,1530,5360,2340,,,,579,298,,,,,,,,,,,,,,,,
,HP18X135,,H,US,Steel,AISC v15.0,200.9,444.5,452.1,19,19,,,,,,,,2.61,13,91600,29400,18.9,10.7,4120,1300,4600,2000,,,,380,257,,,,,,,,,,,,,,,,
,HP16X183,,H,US,Steel,AISC v15.0,272.3,419.1,414,28.7,28.7,,,,,,,,2.39,8.76,104000,34000,17.3,9.88,4990,1640,5720,2560,,,,1120,349,,,,,,,,,,,,,,,,
